Athlete,Team,Survey_Completed,Date_New,DayOfEntry,DayOfEntry_TEXT,Sleep_Hours,Nap_Hours,Sleep_Quality,Fatigue,Soreness,Stress,Readiness,Motivation,Wellness/Load
Athlete 238,Team 2,1/17/2019 12:14,NA,1,NA,6.3,0,51,21,14,65,89,99,Wellness
Athlete 439,Team 1,1/17/2019 13:21,NA,1,NA,6.5,1,76,57,10,57,100,82,Wellness
Athlete 43,Team 2,1/17/2019 15:06,NA,1,NA,7.5,0.3,76,11,11,91,81,80,Wellness
Athlete 480,Team 2,1/17/2019 21:19,NA,1,NA,6.5,2,36,69,65,32,46,34,Wellness
Athlete 270,Team 2,1/18/2019 5:53,NA,1,NA,7.1,0,65,0,34,100,0,88,Wellness
Athlete 18,Team 1,1/18/2019 7:28,NA,1,NA,7.4,0.3,76,3,23,91,55,64,Wellness
Athlete 506,Team 2,1/18/2019 7:45,NA,1,NA,9,1.1,68,1,0,92,65,82,Wellness
Athlete 201,Team 2,1/18/2019 7:53,NA,1,NA,8.2,0,84,0,24,88,13,55,Wellness
Athlete 358,Team 1,1/18/2019 8:03,NA,1,NA,6.5,0,92,0,0,100,100,100,Wellness
Athlete 437,Team 1,1/18/2019 8:06,NA,1,NA,8.9,0,89,35,29,80,60,88,Wellness
Athlete 43,Team 2,1/18/2019 8:18,NA,1,NA,8,0,78,6,5,81,66,87,Wellness
Athlete 106,Team 1,1/18/2019 8:32,NA,1,NA,9.3,1,75,8,4,97,33,74,Wellness
Athlete 546,Team 1,1/18/2019 8:35,NA,1,NA,6,0.5,77,0,0,100,79,81,Wellness
Athlete 240,Team 1,1/18/2019 8:45,NA,1,NA,8,0,74,29,40,94,55,62,Wellness
Athlete 11,Team 1,1/18/2019 8:53,NA,1,NA,8.2,0,70,25,23,100,25,52,Wellness
Athlete 459,Team 2,1/18/2019 9:17,NA,1,NA,8,1.5,71,4,15,90,76,70,Wellness
Athlete 480,Team 2,1/18/2019 9:28,NA,1,NA,8.5,1,45,74,50,43,50,49,Wellness
Athlete 439,Team 1,1/18/2019 9:37,NA,1,NA,9,0.5,66,11,6,83,100,90,Wellness
Athlete 186,Team 2,1/18/2019 9:46,NA,1,NA,7.2,0,67,45,0,44,51,64,Wellness
Athlete 387,Team 2,1/18/2019 10:37,NA,1,NA,10,0,78,0,0,100,0,85,Wellness
Athlete 259,Team 2,1/18/2019 10:50,NA,1,NA,8.2,0,74,28,11,100,100,94,Wellness
Athlete 289,Team 1,1/18/2019 11:47,NA,1,NA,7.5,0,61,33,0,46,60,59,Wellness
Athlete 201,Team 2,1/19/2019 7:17,NA,1,NA,9,0,76,0,61,94,51,100,Wellness
Athlete 270,Team 2,1/19/2019 7:33,NA,1,NA,6.6,0,86,0,27,100,0,89,Wellness
Athlete 106,Team 1,1/19/2019 7:34,NA,1,NA,6.4,0.5,67,6,6,94,3,87,Wellness
Athlete 439,Team 1,1/19/2019 7:52,NA,1,NA,8.5,0,75,30,9,65,100,85,Wellness
Athlete 506,Team 2,1/19/2019 7:59,NA,1,NA,9,0,72,0,0,84,99,96,Wellness
Athlete 325,Team 2,1/19/2019 7:59,NA,1,NA,8,0,78,0,28,100,57,82,Wellness
Athlete 289,Team 1,1/19/2019 8:04,NA,1,NA,9,0,81,0,0,52,72,77,Wellness
Athlete 11,Team 1,1/19/2019 8:29,NA,1,NA,8,0,75,0,2,66,43,70,Wellness
Athlete 480,Team 2,1/19/2019 9:36,NA,1,NA,8.5,0,53,56,52,60,69,65,Wellness
Athlete 186,Team 2,1/19/2019 9:44,NA,1,NA,6.2,0,49,34,0,57,58,63,Wellness
Athlete 437,Team 1,1/19/2019 12:02,NA,1,NA,7.8,0.2,70,25,22,55,100,92,Wellness
Athlete 459,Team 2,1/19/2019 13:25,NA,1,NA,8,1.5,46,0,22,100,91,86,Wellness
Athlete 366,Team 1,1/19/2019 14:16,NA,1,NA,8,0,51,52,51,87,57,55,Wellness
Athlete 259,Team 2,1/19/2019 17:08,NA,1,NA,7.3,0,100,0,0,100,80,100,Wellness
Athlete 43,Team 2,1/19/2019 18:01,NA,1,NA,7.7,0,85,17,8,50,90,82,Wellness
Athlete 18,Team 1,1/19/2019 19:22,NA,1,NA,5,0,37,19,32,100,45,51,Wellness
Athlete 387,Team 2,1/19/2019 20:24,NA,1,NA,5.4,0,71,0,0,100,100,100,Wellness
Athlete 289,Team 1,1/20/2019 7:08,NA,1,NA,6,0,22,47,0,43,19,53,Wellness
Athlete 201,Team 2,1/20/2019 7:17,NA,1,NA,8.3,0,68,12,32,57,74,49,Wellness
Athlete 58,Team 1,1/20/2019 7:32,NA,2,NA,7.3,0,69,49,38,98,49,72,Wellness
Athlete 58,Team 1,1/20/2019 7:33,NA,1,NA,8.7,0,75,45,33,92,47,49,Wellness
Athlete 270,Team 2,1/20/2019 8:05,NA,1,NA,10,0,70,0,41,80,0,100,Wellness
Athlete 459,Team 2,1/20/2019 8:07,NA,1,NA,7.9,0,52,10,14,93,46,62,Wellness
Athlete 106,Team 1,1/20/2019 8:16,NA,1,NA,6.4,0,52,33,7,98,2,64,Wellness
Athlete 506,Team 2,1/20/2019 8:24,NA,1,NA,10,0,31,51,48,91,7,20,Wellness
Athlete 43,Team 2,1/20/2019 8:43,NA,1,NA,6,0,52,47,16,90,47,85,Wellness
Athlete 437,Team 1,1/20/2019 8:44,NA,1,NA,6.2,0.5,74,58,46,94,6,72,Wellness
Athlete 387,Team 2,1/20/2019 9:06,NA,1,NA,8,0,92,0,0,100,95,94,Wellness
Athlete 11,Team 1,1/20/2019 9:08,NA,1,NA,7.7,0,46,6,7,66,22,91,Wellness
Athlete 259,Team 2,1/20/2019 9:09,NA,1,NA,7.1,0,100,0,0,100,88,100,Wellness
Athlete 18,Team 1,1/20/2019 9:42,NA,1,NA,6.9,0.8,56,17,0,100,42,70,Wellness
Athlete 186,Team 2,1/20/2019 11:22,NA,1,NA,8.5,0,46,53,44,32,43,72,Wellness
Athlete 180,Team 2,1/20/2019 21:54,NA,1,NA,7,0,60,28,62,67,22,95,Wellness
Athlete 270,Team 2,1/21/2019 6:37,NA,1,NA,9.2,0,78,20,17,100,0,87,Wellness
Athlete 201,Team 2,1/21/2019 7:05,NA,1,NA,8.5,0,71,0,14,100,85,79,Wellness
Athlete 259,Team 2,1/21/2019 7:09,NA,1,NA,9,0,100,0,0,100,100,100,Wellness
Athlete 506,Team 2,1/21/2019 7:12,NA,1,NA,8,0,67,4,18,91,89,48,Wellness
Athlete 240,Team 1,1/21/2019 7:23,NA,1,NA,7,0,65,49,23,59,39,39,Wellness
Athlete 186,Team 2,1/21/2019 8:10,NA,1,NA,4.7,0,54,28,17,39,33,59,Wellness
Athlete 289,Team 1,1/21/2019 8:32,NA,1,NA,9.3,1,82,28,0,51,77,55,Wellness
Athlete 11,Team 1,1/21/2019 8:38,NA,1,NA,7.6,0,80,0,1,31,51,57,Wellness
Athlete 546,Team 1,1/21/2019 8:51,NA,1,NA,8,0,90,0,0,100,84,82,Wellness
Athlete 387,Team 2,1/21/2019 9:52,NA,1,NA,8.5,0,94,0,0,100,100,100,Wellness
Athlete 480,Team 2,1/21/2019 10:19,NA,1,NA,8,0,47,72,38,79,7,46,Wellness
Athlete 325,Team 2,1/21/2019 10:31,NA,1,NA,8.1,0,63,0,0,80,58,90,Wellness
Athlete 366,Team 1,1/21/2019 10:36,NA,2,NA,8,0,56,36,38,85,47,49,Wellness
Athlete 366,Team 1,1/21/2019 10:39,NA,1,NA,8.1,0,43,23,8,92,59,48,Wellness
Athlete 358,Team 1,1/21/2019 11:20,NA,1,NA,8.1,0,73,18,12,70,0,50,Wellness
Athlete 43,Team 2,1/21/2019 11:28,NA,1,NA,8,1.5,77,15,2,94,65,91,Wellness
Athlete 465,Team 1,1/21/2019 11:57,NA,1,NA,7.5,0.5,43,10,21,38,81,23,Wellness
Athlete 106,Team 1,1/21/2019 12:40,NA,1,NA,12,0,59,10,27,93,20,49,Wellness
Athlete 439,Team 1,1/21/2019 12:51,NA,1,NA,9,2,83,49,0,51,32,29,Wellness
Athlete 459,Team 2,1/21/2019 13:51,NA,1,NA,7,0,50,17,0,73,46,52,Wellness
Athlete 18,Team 1,1/21/2019 14:27,NA,1,NA,6.7,0,82,0,18,100,74,88,Wellness
Athlete 437,Team 1,1/21/2019 18:04,NA,1,NA,7.4,1.3,60,47,21,62,15,57,Wellness
Athlete 25,Team 2,1/21/2019 20:09,NA,1,NA,10.8,0,55,0,11,100,28,56,Wellness
Athlete 270,Team 2,1/22/2019 5:57,NA,1,NA,6.9,0,56,21,0,65,27,73,Wellness
Athlete 18,Team 1,1/22/2019 7:02,NA,1,NA,7.3,0,87,0,0,100,86,89,Wellness
Athlete 323,Team 1,1/22/2019 7:23,NA,1,NA,6.9,0,100,8,5,100,88,96,Wellness
Athlete 323,Team 1,1/22/2019 7:24,NA,2,NA,6.1,0,100,9,3,100,93,93,Wellness
Athlete 106,Team 1,1/22/2019 7:33,NA,1,NA,7.7,0,35,9,3,95,74,68,Wellness
Athlete 506,Team 2,1/22/2019 7:56,NA,1,NA,8,0,65,0,0,100,45,60,Wellness
Athlete 11,Team 1,1/22/2019 8:19,NA,1,NA,7.8,0,89,1,0,52,71,80,Wellness
Athlete 387,Team 2,1/22/2019 8:32,NA,1,NA,8,0.3,98,0,0,100,100,97,Wellness
Athlete 186,Team 2,1/22/2019 8:36,NA,1,NA,6.3,0,46,78,15,28,28,53,Wellness
Athlete 259,Team 2,1/22/2019 8:51,NA,1,NA,10,0,100,0,0,100,100,100,Wellness
Athlete 325,Team 2,1/22/2019 9:08,NA,1,NA,7,0,82,20,0,75,56,53,Wellness
Athlete 240,Team 1,1/22/2019 9:08,NA,1,NA,8,0,35,14,4,45,34,35,Wellness
Athlete 43,Team 2,1/22/2019 9:38,NA,1,NA,7.5,0,70,10,0,93,71,78,Wellness
Athlete 201,Team 2,1/22/2019 9:44,NA,1,NA,7.5,0,87,0,0,100,59,84,Wellness
Athlete 480,Team 2,1/22/2019 9:53,NA,1,NA,10,0.5,57,48,49,56,11,61,Wellness
Athlete 465,Team 1,1/22/2019 9:58,NA,1,NA,6,0,42,16,24,19,45,35,Wellness
Athlete 358,Team 1,1/22/2019 11:11,NA,1,NA,3,2.2,0,64,0,63,71,100,Wellness
Athlete 5,Team 2,1/22/2019 11:26,NA,1,NA,9,2,100,0,0,96,6,58,Wellness
Athlete 289,Team 1,1/22/2019 12:05,NA,1,NA,8.2,0,50,22,48,20,82,43,Wellness
Athlete 77,Team 1,1/22/2019 12:16,NA,1,NA,7,0,68,12,0,23,53,62,Wellness
Athlete 546,Team 1,1/22/2019 12:32,NA,1,NA,7.5,0,74,0,0,100,79,83,Wellness
Athlete 238,Team 2,1/22/2019 12:56,NA,3,NA,8.1,0,98,0,0,100,81,99,Wellness
Athlete 238,Team 2,1/22/2019 12:57,NA,2,NA,8.3,0,99,0,34,32,87,54,Wellness
Athlete 238,Team 2,1/22/2019 12:59,NA,1,NA,8.1,0,96,14,13,36,56,54,Wellness
Athlete 506,Team 2,1/23/2019 6:16,NA,1,NA,5.4,0,36,44,4,100,81,69,Wellness
Athlete 25,Team 2,1/23/2019 6:42,NA,1,NA,8.7,0,57,6,28,82,34,55,Wellness
Athlete 58,Team 1,1/23/2019 6:56,NA,1,NA,11.9,0,52,28,63,75,60,65,Wellness
Athlete 201,Team 2,1/23/2019 7:02,NA,1,NA,8,0,71,35,15,58,70,35,Wellness
Athlete 270,Team 2,1/23/2019 7:13,NA,1,NA,6.6,0,78,45,38,74,0,65,Wellness
Athlete 240,Team 1,1/23/2019 7:17,NA,1,NA,7.8,0,74,25,64,70,55,47,Wellness
Athlete 323,Team 1,1/23/2019 7:24,NA,1,NA,7,0,96,12,0,100,82,85,Wellness
Athlete 186,Team 2,1/23/2019 7:37,NA,1,NA,4,0,31,14,0,54,45,57,Wellness
Athlete 11,Team 1,1/23/2019 7:55,NA,1,NA,7.5,0,60,14,64,70,38,53,Wellness
Athlete 259,Team 2,1/23/2019 7:58,NA,1,NA,9,0,82,0,0,100,93,100,Wellness
Athlete 465,Team 1,1/23/2019 8:20,NA,1,NA,8.5,0,61,7,23,58,49,57,Wellness
Athlete 77,Team 1,1/23/2019 8:28,NA,1,NA,7,0,100,0,0,50,72,100,Wellness
Athlete 439,Team 1,1/23/2019 8:31,NA,1,NA,8,0,94,0,0,75,96,86,Wellness
Athlete 546,Team 1,1/23/2019 8:59,NA,1,NA,5.5,0,80,0,0,100,83,88,Wellness
Athlete 387,Team 2,1/23/2019 9:21,NA,1,NA,7.5,0,100,0,10,100,100,100,Wellness
Athlete 358,Team 1,1/23/2019 9:49,NA,1,NA,9.1,0.9,88,0,0,100,100,100,Wellness
Athlete 437,Team 1,1/23/2019 10:38,NA,1,NA,8.5,0.2,86,60,21,80,28,53,Wellness
Athlete 437,Team 1,1/23/2019 10:43,NA,2,NA,5.5,0.5,51,49,16,79,33,48,Wellness
Athlete 366,Team 1,1/23/2019 10:49,NA,2,NA,7.4,0,43,5,16,80,56,53,Wellness
Athlete 366,Team 1,1/23/2019 10:51,NA,1,NA,8,0,50,34,26,47,15,16,Wellness
Athlete 236,Team 1,1/23/2019 11:01,NA,1,NA,7,0,95,0,24,100,100,95,Wellness
Athlete 5,Team 2,1/23/2019 11:14,NA,1,NA,8,0,100,0,0,94,52,88,Wellness
Athlete 83,Team 2,1/23/2019 11:49,NA,1,NA,6.7,0.3,31,36,0,35,22,48,Wellness
Athlete 289,Team 1,1/23/2019 12:53,NA,1,NA,7.1,1.5,100,80,38,52,80,49,Wellness
Athlete 459,Team 2,1/23/2019 18:02,NA,1,NA,6.5,0,77,8,0,100,64,67,Wellness
Athlete 106,Team 1,1/23/2019 18:02,NA,1,NA,10.4,0.2,75,2,2,98,2,73,Wellness
Athlete 18,Team 1,1/23/2019 19:35,NA,1,NA,7.5,0,83,0,15,100,76,84,Wellness
Athlete 43,Team 2,1/23/2019 21:38,NA,1,NA,7.5,0,65,8,1,96,76,74,Wellness
Athlete 25,Team 2,1/24/2019 6:53,NA,1,NA,9,0,65,0,18,78,23,59,Wellness
Athlete 480,Team 2,1/24/2019 7:02,NA,1,NA,7.5,0,43,59,8,26,81,50,Wellness
Athlete 325,Team 2,1/24/2019 7:03,NA,1,NA,7.1,0,51,24,27,100,51,62,Wellness
Athlete 506,Team 2,1/24/2019 7:06,NA,1,NA,8.7,0,60,0,6,99,80,71,Wellness
Athlete 366,Team 1,1/24/2019 7:15,NA,1,NA,5.9,0,56,52,43,82,54,37,Wellness
Athlete 240,Team 1,1/24/2019 7:18,NA,1,NA,7.5,0,48,36,52,54,45,34,Wellness
Athlete 323,Team 1,1/24/2019 7:38,NA,1,NA,6.5,1,100,13,0,100,81,90,Wellness
Athlete 18,Team 1,1/24/2019 7:45,NA,1,NA,8,0,88,0,15,100,89,97,Wellness
Athlete 201,Team 2,1/24/2019 7:51,NA,1,NA,7.6,0,66,0,0,45,84,63,Wellness
Athlete 11,Team 1,1/24/2019 7:54,NA,1,NA,8.5,0,55,10,57,46,40,54,Wellness
Athlete 465,Team 1,1/24/2019 8:15,NA,1,NA,7,0,66,9,21,53,35,43,Wellness
Athlete 106,Team 1,1/24/2019 8:40,NA,1,NA,6,0,69,0,7,96,59,65,Wellness
Athlete 546,Team 1,1/24/2019 8:43,NA,1,NA,7,0,94,0,0,100,100,86,Wellness
Athlete 270,Team 2,1/24/2019 8:43,NA,1,NA,6.8,0.8,70,30,20,80,39,94,Wellness
Athlete 387,Team 2,1/24/2019 8:51,NA,1,NA,5.6,0,69,20,22,100,100,100,Wellness
Athlete 289,Team 1,1/24/2019 9:13,NA,1,NA,9.2,0,100,27,53,11,73,59,Wellness
Athlete 259,Team 2,1/24/2019 9:24,NA,1,NA,8,0,96,0,52,100,100,100,Wellness
Athlete 43,Team 2,1/24/2019 10:10,NA,1,NA,9,0,86,2,1,87,82,73,Wellness
Athlete 333,Team 2,1/24/2019 11:34,NA,1,NA,8.9,0,98,0,20,100,73,89,Wellness
Athlete 358,Team 1,1/24/2019 15:55,NA,1,NA,6.5,0,88,3,18,100,100,100,Wellness
Athlete 459,Team 2,1/24/2019 23:17,NA,1,NA,8,0,61,31,12,90,61,64,Wellness
Athlete 270,Team 2,1/25/2019 5:42,NA,1,NA,7.6,0,86,30,44,100,0,93,Wellness
Athlete 25,Team 2,1/25/2019 6:01,NA,1,NA,6.7,0,59,11,0,100,32,51,Wellness
Athlete 43,Team 2,1/25/2019 6:52,NA,1,NA,7.2,0,67,20,16,84,80,81,Wellness
Athlete 480,Team 2,1/25/2019 7:02,NA,1,NA,6.9,0,41,73,64,69,17,36,Wellness
Athlete 240,Team 1,1/25/2019 7:10,NA,1,NA,6.5,0,61,27,38,51,53,10,Wellness
Athlete 506,Team 2,1/25/2019 7:22,NA,1,NA,7.1,0,63,0,37,100,51,53,Wellness
Athlete 18,Team 1,1/25/2019 7:30,NA,1,NA,7.9,0,88,0,15,91,74,88,Wellness
Athlete 259,Team 2,1/25/2019 7:42,NA,1,NA,8,0,96,0,36,100,100,100,Wellness
Athlete 106,Team 1,1/25/2019 7:47,NA,1,NA,6.3,0,55,26,3,97,88,68,Wellness
Athlete 289,Team 1,1/25/2019 7:57,NA,1,NA,7.1,0,31,20,67,29,19,23,Wellness
Athlete 11,Team 1,1/25/2019 8:03,NA,1,NA,9.2,0,71,19,35,67,31,54,Wellness
Athlete 201,Team 2,1/25/2019 8:21,NA,1,NA,7.4,0,45,56,41,100,72,78,Wellness
Athlete 387,Team 2,1/25/2019 8:33,NA,1,NA,7,0,100,0,27,100,99,100,Wellness
Athlete 325,Team 2,1/25/2019 8:34,NA,1,NA,7.5,0,75,15,41,100,83,75,Wellness
Athlete 249,Team 2,1/25/2019 8:40,NA,1,NA,7.2,0,44,0,0,100,62,76,Wellness
Athlete 465,Team 1,1/25/2019 9:35,NA,1,NA,9,0,76,13,38,57,34,41,Wellness
Athlete 58,Team 1,1/25/2019 11:23,NA,1,NA,11.2,0,73,10,37,100,49,99,Wellness
Athlete 437,Team 1,1/25/2019 12:11,NA,1,NA,6.9,0,76,58,19,81,43,49,Wellness
Athlete 459,Team 2,1/25/2019 18:04,NA,1,NA,7.5,1,59,13,17,84,56,63,Wellness
Athlete 106,Team 1,1/26/2019 7:03,NA,1,NA,6.2,1,75,17,29,100,21,75,Wellness
Athlete 387,Team 2,1/26/2019 7:04,NA,1,NA,5.7,1.5,61,15,25,100,100,90,Wellness
Athlete 1,Team 1,1/26/2019 7:13,NA,1,NA,9.5,1,100,41,20,80,57,60,Wellness
Athlete 201,Team 2,1/26/2019 7:23,NA,1,NA,8.3,0,63,43,74,95,57,87,Wellness
Athlete 465,Team 1,1/26/2019 7:52,NA,1,NA,9,0,68,10,15,77,48,58,Wellness
Athlete 506,Team 2,1/26/2019 8:07,NA,1,NA,7.7,0,53,0,0,100,62,62,Wellness
Athlete 289,Team 1,1/26/2019 8:16,NA,1,NA,8.2,0,39,7,16,2,18,41,Wellness
Athlete 240,Team 1,1/26/2019 8:20,NA,1,NA,8,0,52,34,44,69,51,60,Wellness
Athlete 11,Team 1,1/26/2019 8:38,NA,1,NA,8,0,76,10,19,63,22,62,Wellness
Athlete 270,Team 2,1/26/2019 8:52,NA,1,NA,5.9,1.4,73,48,65,100,0,87,Wellness
Athlete 259,Team 2,1/26/2019 9:03,NA,1,NA,8.2,0,75,0,26,100,100,100,Wellness
Athlete 25,Team 2,1/26/2019 10:24,NA,1,NA,8.5,0,61,0,14,95,31,77,Wellness
Athlete 18,Team 1,1/26/2019 10:30,NA,1,NA,7,0,71,0,22,100,53,83,Wellness
Athlete 462,Team 1,1/26/2019 10:51,NA,5,1/21/2019,6.2,0,65,5,0,72,59,63,Wellness
Athlete 77,Team 1,1/26/2019 10:53,NA,1,NA,8.5,0,100,0,25,100,52,100,Wellness
Athlete 462,Team 1,1/26/2019 10:55,NA,5,1/22/2019,6.5,0.4,67,10,0,59,49,48,Wellness
Athlete 462,Team 1,1/26/2019 11:05,NA,4,NA,5.5,0.5,60,12,3,55,39,46,Wellness
Athlete 462,Team 1,1/26/2019 11:09,NA,3,NA,6.5,0,54,8,0,52,38,53,Wellness
Athlete 462,Team 1,1/26/2019 11:13,NA,2,NA,6.3,0,58,13,0,48,46,58,Wellness
Athlete 462,Team 1,1/26/2019 11:18,NA,1,NA,10.5,0,71,0,0,100,57,69,Wellness
Athlete 43,Team 2,1/26/2019 13:59,NA,1,NA,7.5,0,78,20,14,86,72,78,Wellness
Athlete 358,Team 1,1/26/2019 16:35,NA,1,NA,4.3,0,0,100,100,100,0,49,Wellness
Athlete 546,Team 1,1/26/2019 17:43,NA,1,NA,7,0,97,0,0,100,100,90,Wellness
Athlete 437,Team 1,1/26/2019 19:15,NA,1,NA,8.5,0,83,23,0,91,17,53,Wellness
Athlete 465,Team 1,1/27/2019 7:08,NA,1,NA,8,0,52,8,35,70,72,41,Wellness
Athlete 106,Team 1,1/27/2019 7:11,NA,1,NA,6.1,1,68,17,13,98,51,67,Wellness
Athlete 259,Team 2,1/27/2019 7:13,NA,1,NA,7.4,0,64,0,9,100,100,100,Wellness
Athlete 333,Team 2,1/27/2019 7:24,NA,1,NA,11.7,2.9,75,49,0,100,7,58,Wellness
Athlete 387,Team 2,1/27/2019 7:26,NA,1,NA,6.5,0.3,80,24,22,84,83,75,Wellness
Athlete 240,Team 1,1/27/2019 7:34,NA,1,NA,7,0,59,38,40,71,56,48,Wellness
Athlete 201,Team 2,1/27/2019 7:44,NA,1,NA,9,0,52,35,32,85,78,72,Wellness
Athlete 25,Team 2,1/27/2019 7:50,NA,1,NA,8.2,0,53,33,13,95,21,63,Wellness
Athlete 289,Team 1,1/27/2019 8:13,NA,1,NA,7.5,1.2,59,42,0,16,5,52,Wellness
Athlete 18,Team 1,1/27/2019 8:31,NA,1,NA,7,0,89,0,0,100,0,100,Wellness
Athlete 43,Team 2,1/27/2019 9:11,NA,1,NA,8,0,80,4,5,87,74,81,Wellness
Athlete 186,Team 2,1/27/2019 9:15,NA,1,NA,6.1,0,59,20,3,51,50,59,Wellness
Athlete 462,Team 1,1/27/2019 9:33,NA,1,NA,7.3,0,44,0,0,100,68,57,Wellness
Athlete 546,Team 1,1/27/2019 9:41,NA,1,NA,7.1,0,93,0,0,100,88,87,Wellness
Athlete 11,Team 1,1/27/2019 9:43,NA,1,NA,6,0,38,7,16,83,9,52,Wellness
Athlete 270,Team 2,1/27/2019 10:09,NA,1,NA,7.3,0,68,48,27,100,0,79,Wellness
Athlete 459,Team 2,1/27/2019 12:51,NA,1,NA,7,0,53,14,31,92,65,74,Wellness
Athlete 437,Team 1,1/27/2019 15:31,NA,1,NA,8.7,0,78,24,0,80,56,79,Wellness
Athlete 58,Team 1,1/28/2019 6:10,NA,1,NA,7.1,0,35,30,9,85,32,50,Wellness
Athlete 270,Team 2,1/28/2019 7:12,NA,1,NA,7.5,0,81,15,24,100,0,89,Wellness
Athlete 240,Team 1,1/28/2019 7:19,NA,1,NA,8,0,65,28,30,75,36,52,Wellness
Athlete 439,Team 1,1/28/2019 7:30,NA,1,NA,6,0,73,44,0,78,87,74,Wellness
Athlete 506,Team 2,1/28/2019 7:37,NA,1,NA,8.4,0.2,33,0,4,100,66,65,Wellness
Athlete 462,Team 1,1/28/2019 7:41,NA,1,NA,6,0,60,13,0,78,53,59,Wellness
Athlete 201,Team 2,1/28/2019 7:42,NA,1,NA,7.4,0,31,30,17,61,44,65,Wellness
Athlete 1,Team 1,1/28/2019 7:46,NA,1,NA,9.5,0,70,62,27,71,52,64,Wellness
Athlete 480,Team 2,1/28/2019 7:47,NA,1,NA,7.4,0,39,68,19,7,51,44,Wellness
Athlete 11,Team 1,1/28/2019 7:53,NA,1,NA,9,0,89,25,1,52,39,53,Wellness
Athlete 465,Team 1,1/28/2019 8:09,NA,1,NA,8.6,0,73,5,23,57,63,43,Wellness
Athlete 43,Team 2,1/28/2019 8:12,NA,1,NA,7.8,0,73,19,6,84,81,76,Wellness
Athlete 106,Team 1,1/28/2019 8:47,NA,1,NA,5,0.8,70,12,6,90,9,61,Wellness
Athlete 61,Team 1,1/28/2019 9:07,NA,1,NA,8,0,88,0,0,75,100,86,Wellness
Athlete 259,Team 2,1/28/2019 9:45,NA,1,NA,7.9,0,100,0,0,100,100,100,Wellness
Athlete 83,Team 2,1/28/2019 9:57,NA,1,NA,9,1,84,19,0,75,69,59,Wellness
Athlete 25,Team 2,1/28/2019 10:34,NA,1,NA,8.2,0,64,0,0,100,18,60,Wellness
Athlete 323,Team 1,1/28/2019 11:15,NA,3,NA,8,0,91,6,0,100,80,94,Wellness
Athlete 323,Team 1,1/28/2019 11:16,NA,2,NA,8.3,0,95,0,0,100,93,94,Wellness
Athlete 323,Team 1,1/28/2019 11:17,NA,1,NA,7,0,94,7,0,100,86,93,Wellness
Athlete 437,Team 1,1/28/2019 11:42,NA,1,NA,10,0,63,14,53,79,58,60,Wellness
Athlete 236,Team 1,1/28/2019 12:02,NA,1,NA,9,0,100,8,13,100,100,86,Wellness
Athlete 459,Team 2,1/28/2019 12:55,NA,1,NA,7,1,71,9,0,100,63,71,Wellness
Athlete 366,Team 1,1/28/2019 18:14,NA,3,NA,8.4,0,55,20,19,80,57,43,Wellness
Athlete 546,Team 1,1/28/2019 23:47,NA,1,NA,6.6,0,97,0,0,100,85,87,Wellness
Athlete 387,Team 2,1/29/2019 3:05,NA,1,NA,9.1,3,91,0,0,100,100,100,Wellness
Athlete 465,Team 1,1/29/2019 7:01,NA,1,NA,7.1,0,28,28,22,52,63,28,Wellness
Athlete 459,Team 2,1/29/2019 7:02,NA,1,NA,8,0,87,2,33,95,85,72,Wellness
Athlete 270,Team 2,1/29/2019 7:23,NA,1,NA,6.9,0,57,42,0,100,0,59,Wellness
Athlete 240,Team 1,1/29/2019 7:27,NA,1,NA,5,0,51,22,16,52,40,19,Wellness
Athlete 20,Team 2,1/29/2019 7:38,NA,1,NA,8,0,88,20,28,79,100,78,Wellness
Athlete 83,Team 2,1/29/2019 7:41,NA,1,NA,7.5,0,77,40,65,88,32,72,Wellness
Athlete 259,Team 2,1/29/2019 7:42,NA,1,NA,8.5,0,100,0,0,100,100,100,Wellness
Athlete 439,Team 1,1/29/2019 8:08,NA,1,NA,7,1,80,35,2,78,86,71,Wellness
Athlete 201,Team 2,1/29/2019 8:36,NA,1,NA,8.1,0,32,38,32,94,61,78,Wellness
Athlete 506,Team 2,1/29/2019 9:11,NA,1,NA,9,0,46,1,26,55,51,33,Wellness
Athlete 43,Team 2,1/29/2019 9:12,NA,1,NA,8.7,0,73,5,11,92,79,81,Wellness
Athlete 61,Team 1,1/29/2019 9:21,NA,1,NA,8,0,82,18,54,79,93,86,Wellness
Athlete 11,Team 1,1/29/2019 9:22,NA,1,NA,10,0,75,14,26,92,28,52,Wellness
Athlete 323,Team 1,1/29/2019 11:07,NA,1,NA,7.1,0,80,7,17,100,85,86,Wellness
Athlete 462,Team 1,1/29/2019 13:49,NA,1,NA,8.2,0,83,0,0,100,66,78,Wellness
Athlete 437,Team 1,1/29/2019 21:05,NA,1,NA,8.9,0,68,37,67,65,62,66,Wellness
Athlete 13,Team 2,1/29/2019 22:50,NA,1,NA,8.5,0,86,0,0,100,80,93,Wellness
Athlete 270,Team 2,1/30/2019 6:32,NA,1,NA,8.5,0,74,28,45,100,0,85,Wellness
Athlete 480,Team 2,1/30/2019 6:55,NA,1,NA,7,0,48,62,29,31,52,51,Wellness
Athlete 465,Team 1,1/30/2019 7:03,NA,1,NA,8.2,0,75,14,14,68,41,41,Wellness
Athlete 61,Team 1,1/30/2019 7:13,NA,1,NA,8,0,78,18,40,84,85,78,Wellness
